position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Member of the 5th Scottish Parliament,John Mason,Q1700987,2016-05-05,2021-05-05,male,1957-05-15,,JohnMasonMSP20110509.JPG,John Mason (Scottish politician)
Member of the 5th Scottish Parliament,John Scott,Q1701702,2016-05-05,2021-05-05,male,1951-06-07,,JohnScottMSP20110509.JPG,John Scott (MSP)
Member of the 5th Scottish Parliament,Keith Brown,Q1738042,2016-05-05,2021-05-05,male,1961-12-20,,Keith Brown (26487692243).jpg,Keith Brown (Scottish politician)
Member of the 5th Scottish Parliament,Ken Macintosh,Q1738887,2016-05-05,2016-05-12,male,1962-01-15,,Ken Macintosh 2021.jpg,Ken Macintosh
Member of the 5th Scottish Parliament,Kevin Stewart,Q1740263,2016-05-05,2021-05-05,male,1968-06-03,,KevinStewartMSP20110507.JPG,Kevin Stewart (Scottish politician)
Member of the 5th Scottish Parliament,Kezia Dugdale,Q1740370,2016-05-05,2019-07-15,female,1981-08-28,,Kezia Dugdale.png,Kezia Dugdale
Member of the 5th Scottish Parliament,Humza Yousaf,Q174924,2016-05-05,2021-05-05,male,1985-04-07,,"Cabinet Secretary for Health and Social Care, Humza Yousaf, 2021.jpg",Humza Yousaf
Member of the 5th Scottish Parliament,Lewis Macdonald,Q1822125,2016-05-05,2021-05-05,male,1957-01-01,,LewisMacdonaldMSP20110510.JPG,Lewis Macdonald
Member of the 5th Scottish Parliament,Margaret Mitchell,Q1894872,2016-05-05,2021-05-05,female,1952-11-15,,MargaretMitchellMSP20120529.jpg,Margaret Mitchell (Scottish politician)
Member of the 5th Scottish Parliament,Mark Griffin,Q1900077,2016-05-05,2021-05-05,male,1985-10-19,,Mark-Griffin-MSP-closeup.jpg,Mark Griffin (politician)
Member of the 5th Scottish Parliament,Mark McDonald,Q1900265,2016-05-05,2017-11-16,male,1980-06-07,,MarkMcDonaldMSP20110507.JPG,Mark McDonald (politician)
Member of the 5th Scottish Parliament,Mark Ruskell,Q1900397,2016-05-05,2021-05-05,male,1972-05-14,,MarkRuskellMSP-May2016.jpg,Mark Ruskell
Member of the 5th Scottish Parliament,Mary Fee,Q1906255,2016-05-05,2021-05-05,female,1954-03-23,,MaryFeeMSP20110510.JPG,Mary Fee
Member of the 5th Scottish Parliament,Michael Russell,Q1929110,2016-05-05,2021-05-05,male,1953-08-09,,Mike Russell SNP Conference.jpg,Michael Russell (Scottish politician)
Member of the 5th Scottish Parliament,Murdo Fraser,Q1953630,2016-05-05,2021-05-05,male,1965-09-05,,MurdoFraserMSP20110510.JPG,Murdo Fraser
Member of the 5th Scottish Parliament,Andy Wightman,Q19667404,2016-05-05,2020-12-18,male,1963-05-29,,AndyWightmanMSP.JPG,Andy Wightman
Member of the 5th Scottish Parliament,Gil Paterson,Q200615,2016-05-05,2021-05-05,male,1942-11-11,,GilPatersonMSP20110510.JPG,Gil Paterson
Member of the 5th Scottish Parliament,Patrick Harvie,Q2057654,2016-05-05,2021-05-05,male,1973-03-18,,Patrick Harvie 2021.jpg,Patrick Harvie
Member of the 5th Scottish Parliament,Paul Wheelhouse,Q2063093,2016-05-05,2021-05-05,male,1970-06-22,,PaulWheelhouseMSP20110507.JPG,Paul Wheelhouse
Member of the 5th Scottish Parliament,Pauline McNeill,Q2063795,2016-05-05,2021-05-05,female,1962-09-12,,Pauline McNeill.jpg,Pauline McNeill
Member of the 5th Scottish Parliament,Richard Lyle,Q2150126,2016-05-05,2021-05-05,male,1950-06-12,,RichardLyleMSP20120127.jpg,Richard Lyle
Member of the 5th Scottish Parliament,Ruth Davidson,Q2177593,2016-05-05,2021-05-05,female,1978-11-10,,RuthDavidsonMSP.jpg,Ruth Davidson
Member of the 5th Scottish Parliament,Shirley-Anne Somerville,Q2279359,2016-05-05,2021-05-05,female,1974-09-02,,"Minister for Further Education, Higher Education and Science, Shirley Anne Sommerville.png",Shirley-Anne Somerville
Member of the 5th Scottish Parliament,Stuart McMillan,Q2357916,2016-05-05,2021-05-05,male,1972-05-06,,StuartMcMillanMSP20110510.JPG,Stuart McMillan
Member of the 5th Scottish Parliament,Gail Ross,Q23982037,2016-05-05,2021-05-05,female,1977-03-30,,GailRossMSP-May2016.jpg,Gail Ross
Member of the 5th Scottish Parliament,Gillian Martin,Q24014282,2016-05-05,2021-05-05,female,1969-01,,GillianMartinMSP-May2016.jpg,Gillian Martin
Member of the 5th Scottish Parliament,Mairi Gougeon,Q24014894,2016-05-05,2021-05-05,female,1985-04-23,,"Cabinet Secretary for Rural Affairs and Islands, Mairi Gougeon.jpg",Mairi Gougeon
Member of the 5th Scottish Parliament,Clare Haughey,Q24025938,2016-05-05,2021-05-05,female,1967-04,,ClareHaugheyMSP-May2016.jpg,Clare Haughey
Member of the 5th Scottish Parliament,Jenny Gilruth,Q24026044,2016-05-05,2021-05-05,female,,,"Jenny Gilruth, Minister for Europe and International Development (49565659756).jpg",Jenny Gilruth
Member of the 5th Scottish Parliament,Rachael Hamilton,Q24034267,2016-05-05,2017-05-04,female,1970-09,,Rachel Hamilton MSP.png,Rachael Hamilton
Member of the 5th Scottish Parliament,Oliver Mundell,Q24034308,2016-05-05,2021-05-05,male,1989-12-01,,Oliver Mundell 2016.jpg,Oliver Mundell
Member of the 5th Scottish Parliament,Finlay Carson,Q24034357,2016-05-05,2021-05-05,male,1967-10-18,,FinlayCarsonMSP.jpg,Finlay Carson
Member of the 5th Scottish Parliament,Gordon Lindhurst,Q24034371,2016-05-05,2021-05-05,male,1967-07-02,,Gordon Lindhurst MSP.jpg,Gordon Lindhurst
Member of the 5th Scottish Parliament,Ross Greer,Q24034374,2016-05-05,2021-05-05,male,1994-06-01,,RossGreerMSP.JPG,Ross Greer
Member of the 5th Scottish Parliament,Ruth Maguire,Q24034376,2016-05-05,2021-05-05,female,,,RuthMaguireMSP-Nov2016.jpg,Ruth Maguire
Member of the 5th Scottish Parliament,Maree Todd,Q24034387,2016-05-05,2021-05-05,female,,,Maree Todd MSP - May 2016.jpg,Maree Todd
Member of the 5th Scottish Parliament,Emma Harper,Q24034416,2016-05-05,2021-05-05,female,,,EmmaHarperMSP-May2016.jpg,Emma Harper
Member of the 5th Scottish Parliament,Alexander Burnett,Q24034422,2016-05-05,2021-05-05,male,1973-07-30,,Alexander Burnett.jpg,Alexander Burnett (politician)
Member of the 5th Scottish Parliament,Ross Thomson,Q24034678,2016-05-05,2017-06-13,male,1987-09-21,,Official portrait of Ross Thomson crop 2.jpg,Ross Thomson
Member of the 5th Scottish Parliament,Colin Smyth,Q24036539,2016-05-05,2021-05-05,male,1972,,Colin Smyth MSP.jpg,Colin Smyth
Member of the 5th Scottish Parliament,Kate Forbes,Q24039479,2016-05-05,2021-05-05,female,1990-04-06,,"Cabinet Secretary for Finance and the Economy, Kate Forbes, 2021.jpg",Kate Forbes
Member of the 5th Scottish Parliament,Edward Mountain,Q24039768,2016-05-05,2021-05-05,male,1961-03-19,,Official Portrait of Edward Mountain MSP.jpg,"Sir Edward Mountain, 4th Baronet"
Member of the 5th Scottish Parliament,Douglas Ross,Q24039769,2016-05-05,2017-06-13,male,1983-01-27,,Official portrait of Douglas Ross MP crop 2.jpg,Douglas Ross (Scottish politician)
Member of the 5th Scottish Parliament,Jamie Greene,Q24039791,2016-05-05,2021-05-05,male,1980-03-19,,JamieGreeneMSP.jpg,Jamie Greene
Member of the 5th Scottish Parliament,Rona Mackay,Q24039795,2016-05-05,2021-05-05,female,,,Rona Mackay MSP.jpg,Rona Mackay
Member of the 5th Scottish Parliament,Maurice Golden,Q24039803,2016-05-05,2021-05-05,male,1980-01-12,,MauriceGoldenMSP.jpg,Maurice Golden
Member of the 5th Scottish Parliament,Tom Arthur,Q24039804,2016-05-05,2021-05-05,male,1985-10-01,,Tom Arthur.jpg,Tom Arthur (Scottish politician)
Member of the 5th Scottish Parliament,Maurice Corry,Q24039805,2016-05-05,2021-05-05,male,1950-06,,MauriceCorryMSP.jpg,Maurice Corry
Member of the 5th Scottish Parliament,Richard Leonard,Q24039896,2016-05-05,2021-05-05,male,1962-01,,Richard Leonard MSP.png,Richard Leonard
Member of the 5th Scottish Parliament,Monica Lennon,Q24039899,2016-05-05,2021-05-05,female,1981-01,,MonicaLennonMSP.jpg,Monica Lennon
Member of the 5th Scottish Parliament,Graham Simpson,Q24039900,2016-05-05,2021-05-05,male,,,Graham Simpson.jpg,Graham Simpson (politician)
Member of the 5th Scottish Parliament,Alison Harris,Q24039903,2016-05-05,2021-05-05,female,1965-07-23,,AlisonHarrisMSP.jpg,Alison Harris
Member of the 5th Scottish Parliament,Alex Cole-Hamilton,Q24045406,2016-05-05,2021-05-05,male,1977-07-22,,AlexCole-HamiltonMSP.jpg,Alex Cole-Hamilton
Member of the 5th Scottish Parliament,Ben Macpherson,Q24052665,2016-05-05,2021-05-05,male,,,BenMacphersonMSP-May2016.jpg,Ben Macpherson (politician)
Member of the 5th Scottish Parliament,Ash Denham,Q24052667,2016-05-05,2021-05-05,female,1974-03-08,,AshDenhamMSP-May2016.jpg,Ash Regan
Member of the 5th Scottish Parliament,Fulton MacGregor,Q24052668,2016-05-05,2021-05-05,male,1980-07-24,,Fulton MacGregor MSP.jpg,Fulton MacGregor
Member of the 5th Scottish Parliament,Daniel Johnson,Q24052669,2016-05-05,2021-05-05,male,1977-09-03,,David Johnson MSP.jpg,Daniel Johnson (Scottish politician)
Member of the 5th Scottish Parliament,Ivan McKee,Q24052670,2016-05-05,2021-05-05,male,1963-09,,IvanMcKeeMSP-May2016.jpg,Ivan McKee
Member of the 5th Scottish Parliament,Annie Wells,Q24052671,2016-05-05,2021-05-05,female,1972-02-24,,AnnieWellsMSP.jpg,Annie Wells (politician)
Member of the 5th Scottish Parliament,Miles Briggs,Q24052672,2016-05-05,2021-05-05,male,1983-03-30,,Miles Briggs.jpg,Miles Briggs
Member of the 5th Scottish Parliament,Donald Cameron,Q24052673,2016-05-05,2021-05-05,male,1976-11-26,,Donald cameron msp wiki2.jpg,Donald Cameron (Scottish politician)
Member of the 5th Scottish Parliament,Peter Chapman,Q24052675,2016-05-05,2021-05-05,male,1950-05-13,,Peter Chapman.jpg,Peter Chapman (politician)
Member of the 5th Scottish Parliament,Liam Kerr,Q24052676,2016-05-05,2021-05-05,male,1975-01-23,,Liam Kerr MSP.jpg,Liam Kerr
Member of the 5th Scottish Parliament,Jeremy Balfour,Q24052677,2016-05-05,2021-05-05,male,1967-03-11,,Jeremy Balfour MSP.jpg,Jeremy Balfour
Member of the 5th Scottish Parliament,Dean Lockhart,Q24052679,2016-05-05,2021-05-05,male,1968-12-24,,DeanLockhartMSP.jpg,Dean Lockhart
Member of the 5th Scottish Parliament,Alexander Stewart,Q24052680,2016-05-05,2021-05-05,male,1962-11-29,,Alexander Stewart MSP.jpg,Alexander Stewart (MSP)
Member of the 5th Scottish Parliament,Willie Rennie,Q2581473,2016-05-05,2021-05-05,male,1967-09-27,,Willie Rennie 2016.png,Willie Rennie
Member of the 5th Scottish Parliament,Alex Johnstone,Q2641395,2016-05-05,2016-12-07,male,1961-07-31,2016-12-07,AlexJohnstoneMSP20110509.JPG,Alex Johnstone
Member of the 5th Scottish Parliament,Alison Johnstone,Q2647232,2016-05-05,2021-05-05,female,1965-10-11,,Alison Johnstone MSP.jpg,Alison Johnstone
Member of the 5th Scottish Parliament,Elaine Smith,Q305347,2016-05-05,2021-05-05,female,1963-05-07,,ElaineSmithMSPPortrait.jpg,Elaine Smith (Scottish politician)
Member of the 5th Scottish Parliament,John Swinney,Q333811,2016-05-05,2021-05-05,male,1964-04-13,,Official Portrait of John Swinney.jpg,John Swinney
Member of the 5th Scottish Parliament,Roseanna Cunningham,Q333953,2016-05-05,2021-05-05,female,1951-07-27,,Roseanna Cunningham.jpg,Roseanna Cunningham
Member of the 5th Scottish Parliament,Aileen Campbell,Q405017,2016-05-05,2021-05-05,female,1980-05-18,,Aileen Campbell MSP.jpg,Aileen Campbell
Member of the 5th Scottish Parliament,Shona Robison,Q444675,2016-05-05,2021-05-05,female,1966-05-26,,"Cabinet Secretary, Shona Robison, 2021.jpg",Shona Robison
Member of the 5th Scottish Parliament,Sandra White,Q466861,2016-05-05,2021-05-05,female,1951-08-17,,SandraWhiteMSP20110510.JPG,Sandra White
Member of the 5th Scottish Parliament,Linda Fabiani,Q467097,2016-05-05,2021-05-05,female,1956-12-14,,Linda Fabiani.jpg,Linda Fabiani
Member of the 5th Scottish Parliament,Christine Grahame,Q467108,2016-05-05,2021-05-05,female,1944-09-09,,ChristineGrahameMSP20110510.JPG,Christine Grahame
Member of the 5th Scottish Parliament,Nicola Sturgeon,Q467112,2016-05-05,2021-05-05,female,1970-07-19,,Nicola Sturgeon election infobox 3.jpg,Nicola Sturgeon
Member of the 5th Scottish Parliament,Adam Tomkins,Q4679900,2016-05-05,2021-05-05,male,1969-06-28,,Adam Tomkins MSP.jpg,Adam Tomkins
Member of the 5th Scottish Parliament,Anas Sarwar,Q478812,2016-05-05,2021-05-05,male,1983-03-14,,Anas Sarwar MSP.jpg,Anas Sarwar
Member of the 5th Scottish Parliament,James Dornan,Q509808,2016-05-05,2021-05-05,male,1953-03-17,,JamesDornanMSP20110507.JPG,James Dornan
Member of the 5th Scottish Parliament,Joan McAlpine,Q512681,2016-05-05,2021-05-05,female,1962-01-28,,JoanMcAlpineMSP20120529.jpg,Joan McAlpine
Member of the 5th Scottish Parliament,Brian Whittle,Q514743,2016-05-05,2021-05-05,male,1964-04-26,,BrianWhittleMSP.jpg,Brian Whittle
Member of the 5th Scottish Parliament,Angela Constance,Q524077,2016-05-05,2021-05-05,female,1970-07-15,,"Minister for Drugs Policy, Angela Constance (51190061823).jpg",Angela Constance
Member of the 5th Scottish Parliament,Willie Coffey,Q524532,2016-05-05,2021-05-05,male,1958-05-24,,WillieCoffeyMSP20120523.jpg,Willie Coffey
Member of the 5th Scottish Parliament,Clare Adamson,Q540328,2016-05-05,2021-05-05,female,1967-08-01,,ClareAdamsonMSP20110507.JPG,Clare Adamson
Member of the 5th Scottish Parliament,Maureen Watt,Q540381,2016-05-05,2021-05-05,female,1951-06-23,,MaureenWatt20110507.JPG,Maureen Watt
Member of the 5th Scottish Parliament,Angus MacDonald,Q544483,2016-05-05,2021-05-05,male,1963-10-11,,AngusMacDonaldMSP20110510.JPG,Angus MacDonald (politician)
Member of the 5th Scottish Parliament,Johann Lamont,Q544698,2016-05-05,2021-05-05,female,1957-07-11,,Johann Lamont 2019.png,Johann Lamont
Member of the 5th Scottish Parliament,Jackie Baillie,Q544729,2016-05-05,2021-05-05,female,1964-01-15,,Jackie Baillie 2018.png,Jackie Baillie
Member of the 5th Scottish Parliament,Fergus Ewing,Q559022,2016-05-05,2021-05-05,male,1957-09-23,,"Cabinet Secretary for the Rural Economy and Connectivity, Fergus Ewing.png",Fergus Ewing
Member of the 5th Scottish Parliament,Bruce Crawford,Q559391,2016-05-05,2021-05-05,male,1955-02-16,,BruceCrawfordMSP20110509.JPG,Bruce Crawford
Member of the 5th Scottish Parliament,Stewart Stevenson,Q559613,2016-05-05,2021-05-05,male,1946-10-15,,StewartStevensonMSP20110510.JPG,Stewart Stevenson
Member of the 5th Scottish Parliament,Alasdair Allan,Q559634,2016-05-05,2021-05-05,male,1971-05-06,,AlasdairAllanMSP20120530.jpg,Alasdair Allan
Member of the 5th Scottish Parliament,Annabelle Ewing,Q564093,2016-05-05,2021-05-05,female,1960-08-20,,AnnabelleEwingMSP20110510.JPG,Annabelle Ewing
Member of the 5th Scottish Parliament,Liz Smith,Q644208,2016-05-05,2021-05-05,female,1960-02-27,,ElizabethSmithMSP20110508.JPG,Liz Smith (politician)
Member of the 5th Scottish Parliament,Claire Baker,Q744632,2016-05-05,2021-05-05,female,1971-03-04,,ClaireBakerMSPPortrait.jpg,Claire Baker
Member of the 5th Scottish Parliament,Rhoda Grant,Q769138,2016-05-05,2021-05-05,female,1963-06-26,,RhodaGrantMSP20110511.JPG,Rhoda Grant
Member of the 5th Scottish Parliament,Bill Kidd,Q862234,2016-05-05,2021-05-05,male,1956-07-24,,BillKiddMSP20070509.jpg,Bill Kidd
Member of the 5th Scottish Parliament,Bob Doris,Q887886,2016-05-05,2021-05-05,male,1973-05-11,,BobDorisMSP20110507.JPG,Bob Doris
Member of the 5th Scottish Parliament,Kenneth Gibson,Q944741,2016-05-05,2021-05-05,male,1961-09-08,,KennethGibsonMSP20110507.JPG,Kenneth Gibson (Scottish politician)
Member of the 5th Scottish Parliament,Neil Findlay,Q979197,2016-05-05,2021-05-05,male,1969-03-06,,NeilFindlayMSPPortrait.jpg,Neil Findlay
Member of the 5th Scottish Parliament,Ken Macintosh,Q1738887,2016-05-12,2021-05-05,male,1962-01-15,,Ken Macintosh 2021.jpg,Ken Macintosh
Member of the 5th Scottish Parliament,Bill Bowman,Q28020296,2016-12-21,2021-05-05,male,1950-05-30,,Bowman MSP.jpg,Bill Bowman (Scottish politician)
Member of the 5th Scottish Parliament,Michelle Ballantyne,Q30026790,2017-05-23,2020-11-24,female,1962-11-28,,MichelleBallantyneMSP.jpg,Michelle Ballantyne
Member of the 5th Scottish Parliament,Rachael Hamilton,Q24034267,2017-06-08,2021-05-05,female,1970-09,,Rachel Hamilton MSP.png,Rachael Hamilton
Member of the 5th Scottish Parliament,Jamie Halcro Johnston,Q30260625,2017-06-20,2021-05-05,male,1975-10-08,,JamieHalcroJohnstonMSP.jpg,Jamie Halcro Johnston
Member of the 5th Scottish Parliament,Tom Mason,Q30263201,2017-06-20,2021-05-05,male,1942-12-31,,,Tom Mason (Scottish politician)
Member of the 5th Scottish Parliament,Alex Rowley,Q16191157,2017-11-15,2017-12-19,male,1963-11-30,,Scottish Labour candidate for Cowdenbeath signs the pledge (cropped).jpg,Alex Rowley
Member of the 5th Scottish Parliament,Mark McDonald,Q1900265,2017-11-16,2021-05-05,male,1980-06-07,,MarkMcDonaldMSP20110507.JPG,Mark McDonald (politician)
Member of the 5th Scottish Parliament,Alex Rowley,Q16191157,2017-12-19,2021-05-05,male,1963-11-30,,Scottish Labour candidate for Cowdenbeath signs the pledge (cropped).jpg,Alex Rowley
Member of the 5th Scottish Parliament,Sarah Boyack,Q544089,2019-07-15,2021-05-05,female,1961-05-16,,Sarah Boyack MSP.jpg,Sarah Boyack
Member of the 5th Scottish Parliament,Beatrice Wishart,Q66825436,2019-08-29,2021-05-05,female,1955,,Beatrice Wishart MSP.jpg,Beatrice Wishart
Member of the 5th Scottish Parliament,Derek Mackay,Q1200058,2020-02-06,2021-05-05,male,1977-07-30,,Derek Mackay (30670286194).jpg,Derek Mackay
Member of the 5th Scottish Parliament,Michelle Ballantyne,Q30026790,2020-11-24,2021-01-11,female,1962-11-28,,MichelleBallantyneMSP.jpg,Michelle Ballantyne
Member of the 5th Scottish Parliament,Andy Wightman,Q19667404,2020-12-18,2021-05-05,male,1963-05-29,,AndyWightmanMSP.JPG,Andy Wightman
Member of the 5th Scottish Parliament,Michelle Ballantyne,Q30026790,2021-01-11,2021-05-05,female,1962-11-28,,MichelleBallantyneMSP.jpg,Michelle Ballantyne
